Group,Subgroup,CodePoint,Status,Representation,Name,Section
Smileys-Emotion,face-hand,1F92D,fully-qualified,🤭,face with hand over mouth,E5.0
Smileys-Emotion,face-hand,1F92B,fully-qualified,🤫,shushing face,E5.0
Smileys-Emotion,face-hand,1F914,fully-qualified,🤔,thinking face,E1.0
Smileys-Emotion,face-neutral-skeptical,1F910,fully-qualified,🤐,zipper-mouth face,E1.0
Smileys-Emotion,face-neutral-skeptical,1F928,fully-qualified,🤨,face with raised eyebrow,E5.0
Smileys-Emotion,face-neutral-skeptical,1F610,fully-qualified,😐,neutral face,E0.7
Smileys-Emotion,face-neutral-skeptical,1F611,fully-qualified,😑,expressionless face,E1.0
Smileys-Emotion,face-neutral-skeptical,1F636,fully-qualified,😶,face without mouth,E1.0
Smileys-Emotion,face-neutral-skeptical,1F636 200D 1F32B FE0F,fully-qualified,😶‍🌫️,face in clouds,E13.1
Smileys-Emotion,face-neutral-skeptical,1F636 200D 1F32B,minimally-qualified,😶‍🌫,face in clouds,E13.1
Smileys-Emotion,face-neutral-skeptical,1F60F,fully-qualified,😏,smirking face,E0.6
Smileys-Emotion,face-neutral-skeptical,1F612,fully-qualified,😒,unamused face,E0.6
Smileys-Emotion,face-neutral-skeptical,1F644,fully-qualified,🙄,face with rolling eyes,E1.0
Smileys-Emotion,face-neutral-skeptical,1F62C,fully-qualified,😬,grimacing face,E1.0
Smileys-Emotion,face-neutral-skeptical,1F62E 200D 1F4A8,fully-qualified,😮‍💨,face exhaling,E13.1
Smileys-Emotion,face-neutral-skeptical,1F925,fully-qualified,🤥,lying face,E3.0
Smileys-Emotion,face-sleepy,1F60C,fully-qualified,😌,relieved face,E0.6
Smileys-Emotion,face-sleepy,1F614,fully-qualified,😔,pensive face,E0.6
Smileys-Emotion,face-sleepy,1F62A,fully-qualified,😪,sleepy face,E0.6
Smileys-Emotion,face-sleepy,1F924,fully-qualified,🤤,drooling face,E3.0
Smileys-Emotion,face-sleepy,1F634,fully-qualified,😴,sleeping face,E1.0
Smileys-Emotion,face-unwell,1F637,fully-qualified,😷,face with medical mask,E0.6
Smileys-Emotion,face-unwell,1F912,fully-qualified,🤒,face with thermometer,E1.0
Smileys-Emotion,face-unwell,1F915,fully-qualified,🤕,face with head-bandage,E1.0
Smileys-Emotion,face-unwell,1F922,fully-qualified,🤢,nauseated face,E3.0
Smileys-Emotion,face-unwell,1F92E,fully-qualified,🤮,face vomiting,E5.0
Smileys-Emotion,face-unwell,1F927,fully-qualified,🤧,sneezing face,E3.0
Smileys-Emotion,face-unwell,1F975,fully-qualified,🥵,hot face,E11.0
Smileys-Emotion,face-unwell,1F976,fully-qualified,🥶,cold face,E11.0
Smileys-Emotion,face-unwell,1F974,fully-qualified,🥴,woozy face,E11.0
Smileys-Emotion,face-unwell,1F635,fully-qualified,😵,face with crossed-out eyes,E0.6
Smileys-Emotion,face-unwell,1F635 200D 1F4AB,fully-qualified,😵‍💫,face with spiral eyes,E13.1
Smileys-Emotion,face-unwell,1F92F,fully-qualified,🤯,exploding head,E5.0
Smileys-Emotion,face-hat,1F920,fully-qualified,🤠,cowboy hat face,E3.0
Smileys-Emotion,face-hat,1F973,fully-qualified,🥳,partying face,E11.0
Smileys-Emotion,face-hat,1F978,fully-qualified,🥸,disguised face,E13.0
Smileys-Emotion,face-glasses,1F60E,fully-qualified,😎,smiling face with sunglasses,E1.0
Smileys-Emotion,face-glasses,1F913,fully-qualified,🤓,nerd face,E1.0
Smileys-Emotion,face-glasses,1F9D0,fully-qualified,🧐,face with monocle,E5.0
Smileys-Emotion,face-concerned,1F615,fully-qualified,😕,confused face,E1.0
Smileys-Emotion,face-concerned,1F61F,fully-qualified,😟,worried face,E1.0
Smileys-Emotion,face-concerned,1F641,fully-qualified,🙁,slightly frowning face,E1.0
Smileys-Emotion,face-concerned,2639 FE0F,fully-qualified,☹️,frowning face,E0.7
Smileys-Emotion,face-concerned,2639,unqualified,☹,frowning face,E0.7
Smileys-Emotion,face-concerned,1F62E,fully-qualified,😮,face with open mouth,E1.0
Smileys-Emotion,face-concerned,1F62F,fully-qualified,😯,hushed face,E1.0
Smileys-Emotion,face-concerned,1F632,fully-qualified,😲,astonished face,E0.6
Smileys-Emotion,face-concerned,1F633,fully-qualified,😳,flushed face,E0.6
Smileys-Emotion,face-concerned,1F97A,fully-qualified,🥺,pleading face,E11.0
Smileys-Emotion,face-concerned,1F626,fully-qualified,😦,frowning face with open mouth,E1.0
Smileys-Emotion,face-concerned,1F627,fully-qualified,😧,anguished face,E1.0
Smileys-Emotion,face-concerned,1F628,fully-qualified,😨,fearful face,E0.6
Smileys-Emotion,face-concerned,1F630,fully-qualified,😰,anxious face with sweat,E0.6
Smileys-Emotion,face-concerned,1F625,fully-qualified,😥,sad but relieved face,E0.6
Smileys-Emotion,face-concerned,1F622,fully-qualified,😢,crying face,E0.6
Smileys-Emotion,face-concerned,1F62D,fully-qualified,😭,loudly crying face,E0.6
Smileys-Emotion,face-concerned,1F631,fully-qualified,😱,face screaming in fear,E0.6
Smileys-Emotion,face-concerned,1F616,fully-qualified,😖,confounded face,E0.6
Smileys-Emotion,face-concerned,1F623,fully-qualified,😣,persevering face,E0.6
Smileys-Emotion,face-concerned,1F61E,fully-qualified,😞,disappointed face,E0.6
Smileys-Emotion,face-concerned,1F613,fully-qualified,😓,downcast face with sweat,E0.6
Smileys-Emotion,face-concerned,1F629,fully-qualified,😩,weary face,E0.6
Smileys-Emotion,face-concerned,1F62B,fully-qualified,😫,tired face,E0.6
Smileys-Emotion,face-concerned,1F971,fully-qualified,🥱,yawning face,E12.0
Smileys-Emotion,face-negative,1F624,fully-qualified,😤,face with steam from nose,E0.6
Smileys-Emotion,face-negative,1F621,fully-qualified,😡,enraged face,E0.6
Smileys-Emotion,face-negative,1F620,fully-qualified,😠,angry face,E0.6
Smileys-Emotion,face-negative,1F92C,fully-qualified,🤬,face with symbols on mouth,E5.0
Smileys-Emotion,face-negative,1F608,fully-qualified,😈,smiling face with horns,E1.0
Smileys-Emotion,face-negative,1F47F,fully-qualified,👿,angry face with horns,E0.6
Smileys-Emotion,face-negative,1F480,fully-qualified,💀,skull,E0.6
Smileys-Emotion,face-negative,2620 FE0F,fully-qualified,☠️,skull and crossbones,E1.0
Smileys-Emotion,face-negative,2620,unqualified,☠,skull and crossbones,E1.0
Smileys-Emotion,face-costume,1F4A9,fully-qualified,💩,pile of poo,E0.6
Smileys-Emotion,face-costume,1F921,fully-qualified,🤡,clown face,E3.0
Smileys-Emotion,face-costume,1F479,fully-qualified,👹,ogre,E0.6
Smileys-Emotion,face-costume,1F47A,fully-qualified,👺,goblin,E0.6
Smileys-Emotion,face-costume,1F47B,fully-qualified,👻,ghost,E0.6
Smileys-Emotion,face-costume,1F47D,fully-qualified,👽,alien,E0.6
Smileys-Emotion,face-costume,1F47E,fully-qualified,👾,alien monster,E0.6
Smileys-Emotion,face-costume,1F916,fully-qualified,🤖,robot,E1.0
Smileys-Emotion,cat-face,1F63A,fully-qualified,😺,grinning cat,E0.6
Smileys-Emotion,cat-face,1F638,fully-qualified,😸,grinning cat with smiling eyes,E0.6
Smileys-Emotion,cat-face,1F639,fully-qualified,😹,cat with tears of joy,E0.6
Smileys-Emotion,cat-face,1F63B,fully-qualified,😻,smiling cat with heart-eyes,E0.6
Smileys-Emotion,cat-face,1F63C,fully-qualified,😼,cat with wry smile,E0.6
Smileys-Emotion,cat-face,1F63D,fully-qualified,😽,kissing cat,E0.6
Smileys-Emotion,cat-face,1F640,fully-qualified,🙀,weary cat,E0.6
Smileys-Emotion,cat-face,1F63F,fully-qualified,😿,crying cat,E0.6
Smileys-Emotion,cat-face,1F63E,fully-qualified,😾,pouting cat,E0.6
Smileys-Emotion,monkey-face,1F648,fully-qualified,🙈,see-no-evil monkey,E0.6
Smileys-Emotion,monkey-face,1F649,fully-qualified,🙉,hear-no-evil monkey,E0.6
Smileys-Emotion,monkey-face,1F64A,fully-qualified,🙊,speak-no-evil monkey,E0.6
People-Body,hand-fingers-open,1F44B,fully-qualified,👋,waving hand,E0.6
People-Body,hand-fingers-open,1F91A,fully-qualified,🤚,raised back of hand,E3.0
People-Body,hand-fingers-open,1F590 FE0F,fully-qualified,🖐️,hand with fingers splayed,E0.7
People-Body,hand-fingers-open,1F590,unqualified,🖐,hand with fingers splayed,E0.7
People-Body,hand-fingers-open,270B,fully-qualified,✋,raised hand,E0.6
People-Body,hand-fingers-open,1F596,fully-qualified,🖖,vulcan salute,E1.0
People-Body,hand-fingers-partial,1F44C,fully-qualified,👌,OK hand,E0.6
People-Body,hand-fingers-partial,1F90C,fully-qualified,🤌,pinched fingers,E13.0
People-Body,hand-fingers-partial,1F90F,fully-qualified,🤏,pinching hand,E12.0
People-Body,hand-fingers-partial,270C FE0F,fully-qualified,✌️,victory hand,E0.6
People-Body,hand-fingers-partial,270C,unqualified,✌,victory hand,E0.6
People-Body,hand-fingers-partial,1F91E,fully-qualified,🤞,crossed fingers,E3.0
People-Body,hand-fingers-partial,1F91F,fully-qualified,🤟,love-you gesture,E5.0
People-Body,hand-fingers-partial,1F918,fully-qualified,🤘,sign of the horns,E1.0
People-Body,hand-fingers-partial,1F919,fully-qualified,🤙,call me hand,E3.0
People-Body,hand-single-finger,1F448,fully-qualified,👈,backhand index pointing left,E0.6
People-Body,hand-single-finger,1F449,fully-qualified,👉,backhand index pointing right,E0.6
People-Body,hand-single-finger,1F446,fully-qualified,👆,backhand index pointing up,E0.6
People-Body,hand-single-finger,1F595,fully-qualified,🖕,middle finger,E1.0
People-Body,hand-single-finger,1F447,fully-qualified,👇,backhand index pointing down,E0.6
People-Body,hand-single-finger,261D FE0F,fully-qualified,☝️,index pointing up,E0.6
People-Body,hand-single-finger,261D,unqualified,☝,index pointing up,E0.6
People-Body,hand-fingers-closed,1F44D,fully-qualified,👍,thumbs up,E0.6
People-Body,hand-fingers-closed,1F44E,fully-qualified,👎,thumbs down,E0.6
People-Body,hand-fingers-closed,270A,fully-qualified,✊,raised fist,E0.6
People-Body,hand-fingers-closed,1F44A,fully-qualified,👊,oncoming fist,E0.6
People-Body,hand-fingers-closed,1F91B,fully-qualified,🤛,left-facing fist,E3.0
People-Body,hand-fingers-closed,1F91C,fully-qualified,🤜,right-facing fist,E3.0
People-Body,hands,1F44F,fully-qualified,👏,clapping hands,E0.6
People-Body,hands,1F64C,fully-qualified,🙌,raising hands,E0.6
People-Body,hands,1F450,fully-qualified,👐,open hands,E0.6
People-Body,hands,1F932,fully-qualified,🤲,palms up together,E5.0
People-Body,hands,1F91D,fully-qualified,🤝,handshake,E3.0
People-Body,hands,1F64F,fully-qualified,🙏,folded hands,E0.6
People-Body,hand-prop,270D FE0F,fully-qualified,✍️,writing hand,E0.7
People-Body,hand-prop,270D,unqualified,✍,writing hand,E0.7
People-Body,hand-prop,1F485,fully-qualified,💅,nail polish,E0.6
People-Body,hand-prop,1F933,fully-qualified,🤳,selfie,E3.0
People-Body,body-parts,1F4AA,fully-qualified,💪,flexed biceps,E0.6
People-Body,body-parts,1F9BE,fully-qualified,🦾,mechanical arm,E12.0
People-Body,body-parts,1F9BF,fully-qualified,🦿,mechanical leg,E12.0
People-Body,body-parts,1F9B5,fully-qualified,🦵,leg,E11.0
People-Body,body-parts,1F9B6,fully-qualified,🦶,foot,E11.0
People-Body,body-parts,1F442,fully-qualified,👂,ear,E0.6
People-Body,body-parts,1F9BB,fully-qualified,🦻,ear with hearing aid,E12.0
People-Body,body-parts,1F443,fully-qualified,👃,nose,E0.6
People-Body,body-parts,1F9E0,fully-qualified,🧠,brain,E5.0
People-Body,body-parts,1FAC0,fully-qualified,🫀,anatomical heart,E13.0
People-Body,body-parts,1FAC1,fully-qualified,🫁,lungs,E13.0
People-Body,body-parts,1F9B7,fully-qualified,🦷,tooth,E11.0
People-Body,body-parts,1F9B4,fully-qualified,🦴,bone,E11.0
People-Body,body-parts,1F440,fully-qualified,👀,eyes,E0.6
People-Body,body-parts,1F441 FE0F,fully-qualified,👁️,eye,E0.7
People-Body,body-parts,1F441,unqualified,👁,eye,E0.7
People-Body,body-parts,1F445,fully-qualified,👅,tongue,E0.6
People-Body,body-parts,1F444,fully-qualified,👄,mouth,E0.6
People-Body,person,1F476,fully-qualified,👶,baby,E0.6
People-Body,person,1F9D2,fully-qualified,🧒,child,E5.0
People-Body,person,1F466,fully-qualified,👦,boy,E0.6
People-Body,person,1F467,fully-qualified,👧,girl,E0.6
People-Body,person,1F9D1,fully-qualified,🧑,person,E5.0
People-Body,person,1F471,fully-qualified,👱,person blond hair,E0.6
People-Body,person,1F468,fully-qualified,👨,man,E0.6
People-Body,person,1F9D4,fully-qualified,🧔,person beard,E5.0
People-Body,person,1F9D4 200D 2642 FE0F,fully-qualified,🧔‍♂️,man beard,E13.1
People-Body,person,1F9D4 200D 2642,minimally-qualified,🧔‍♂,man beard,E13.1
People-Body,person,1F9D4 200D 2640 FE0F,fully-qualified,🧔‍♀️,woman beard,E13.1
People-Body,person,1F9D4 200D 2640,minimally-qualified,🧔‍♀,woman beard,E13.1
People-Body,person,1F468 200D 1F9B0,fully-qualified,👨‍🦰,man red hair,E11.0
People-Body,person,1F468 200D 1F9B1,fully-qualified,👨‍🦱,man curly hair,E11.0
People-Body,person,1F468 200D 1F9B3,fully-qualified,👨‍🦳,man white hair,E11.0
People-Body,person,1F468 200D 1F9B2,fully-qualified,👨‍🦲,man bald,E11.0
People-Body,person,1F469,fully-qualified,👩,woman,E0.6
People-Body,person,1F469 200D 1F9B0,fully-qualified,👩‍🦰,woman red hair,E11.0
People-Body,person,1F9D1 200D 1F9B0,fully-qualified,🧑‍🦰,person red hair,E12.1
People-Body,person,1F469 200D 1F9B1,fully-qualified,👩‍🦱,woman curly hair,E11.0
People-Body,person,1F9D1 200D 1F9B1,fully-qualified,🧑‍🦱,person curly hair,E12.1
People-Body,person,1F469 200D 1F9B3,fully-qualified,👩‍🦳,woman white hair,E11.0
People-Body,person,1F9D1 200D 1F9B3,fully-qualified,🧑‍🦳,person white hair,E12.1
People-Body,person,1F469 200D 1F9B2,fully-qualified,👩‍🦲,woman bald,E11.0
People-Body,person,1F9D1 200D 1F9B2,fully-qualified,🧑‍🦲,person bald,E12.1
People-Body,person,1F471 200D 2640 FE0F,fully-qualified,👱‍♀️,woman blond hair,E4.0
People-Body,person,1F471 200D 2640,minimally-qualified,👱‍♀,woman blond hair,E4.0
People-Body,person,1F471 200D 2642 FE0F,fully-qualified,👱‍♂️,man blond hair,E4.0
People-Body,person,1F471 200D 2642,minimally-qualified,👱‍♂,man blond hair,E4.0
People-Body,person,1F9D3,fully-qualified,🧓,older person,E5.0
People-Body,person,1F474,fully-qualified,👴,old man,E0.6
People-Body,person,1F475,fully-qualified,👵,old woman,E0.6
People-Body,person-gesture,1F64D,fully-qualified,🙍,person frowning,E0.6
People-Body,person-gesture,1F64D 200D 2642 FE0F,fully-qualified,🙍‍♂️,man frowning,E4.0
People-Body,person-gesture,1F64D 200D 2642,minimally-qualified,🙍‍♂,man frowning,E4.0
People-Body,person-gesture,1F64D 200D 2640 FE0F,fully-qualified,🙍‍♀️,woman frowning,E4.0
People-Body,person-gesture,1F64D 200D 2640,minimally-qualified,🙍‍♀,woman frowning,E4.0
People-Body,person-gesture,1F64E,fully-qualified,🙎,person pouting,E0.6
People-Body,person-gesture,1F64E 200D 2642 FE0F,fully-qualified,🙎‍♂️,man pouting,E4.0
People-Body,person-gesture,1F64E 200D 2642,minimally-qualified,🙎‍♂,man pouting,E4.0
People-Body,person-gesture,1F64E 200D 2640 FE0F,fully-qualified,🙎‍♀️,woman pouting,E4.0
People-Body,person-gesture,1F64E 200D 2640,minimally-qualified,🙎‍♀,woman pouting,E4.0
People-Body,person-gesture,1F645,fully-qualified,🙅,person gesturing NO,E0.6
People-Body,person-gesture,1F645 200D 2642 FE0F,fully-qualified,🙅‍♂️,man gesturing NO,E4.0
People-Body,person-gesture,1F645 200D 2642,minimally-qualified,🙅‍♂,man gesturing NO,E4.0
People-Body,person-gesture,1F645 200D 2640 FE0F,fully-qualified,🙅‍♀️,woman gesturing NO,E4.0
People-Body,person-gesture,1F645 200D 2640,minimally-qualified,🙅‍♀,woman gesturing NO,E4.0
People-Body,person-gesture,1F646,fully-qualified,🙆,person gesturing OK,E0.6
People-Body,person-gesture,1F646 200D 2642 FE0F,fully-qualified,🙆‍♂️,man gesturing OK,E4.0
People-Body,person-gesture,1F646 200D 2642,minimally-qualified,🙆‍♂,man gesturing OK,E4.0
People-Body,person-gesture,1F646 200D 2640 FE0F,fully-qualified,🙆‍♀️,woman gesturing OK,E4.0
People-Body,person-gesture,1F646 200D 2640,minimally-qualified,🙆‍♀,woman gesturing OK,E4.0
People-Body,person-gesture,1F481,fully-qualified,💁,person tipping hand,E0.6
People-Body,person-gesture,1F481 200D 2642 FE0F,fully-qualified,💁‍♂️,man tipping hand,E4.0
People-Body,person-gesture,1F481 200D 2642,minimally-qualified,💁‍♂,man tipping hand,E4.0
People-Body,person-gesture,1F481 200D 2640 FE0F,fully-qualified,💁‍♀️,woman tipping hand,E4.0
People-Body,person-gesture,1F481 200D 2640,minimally-qualified,💁‍♀,woman tipping hand,E4.0
People-Body,person-gesture,1F64B,fully-qualified,🙋,person raising hand,E0.6
People-Body,person-gesture,1F64B 200D 2642 FE0F,fully-qualified,🙋‍♂️,man raising hand,E4.0
People-Body,person-gesture,1F64B 200D 2642,minimally-qualified,🙋‍♂,man raising hand,E4.0
People-Body,person-gesture,1F64B 200D 2640 FE0F,fully-qualified,🙋‍♀️,woman raising hand,E4.0
People-Body,person-gesture,1F64B 200D 2640,minimally-qualified,🙋‍♀,woman raising hand,E4.0
People-Body,person-gesture,1F9CF,fully-qualified,🧏,deaf person,E12.0
People-Body,person-gesture,1F9CF 200D 2642 FE0F,fully-qualified,🧏‍♂️,deaf man,E12.0
People-Body,person-gesture,1F9CF 200D 2642,minimally-qualified,🧏‍♂,deaf man,E12.0
People-Body,person-gesture,1F9CF 200D 2640 FE0F,fully-qualified,🧏‍♀️,deaf woman,E12.0
People-Body,person-gesture,1F9CF 200D 2640,minimally-qualified,🧏‍♀,deaf woman,E12.0
People-Body,person-gesture,1F647,fully-qualified,🙇,person bowing,E0.6
People-Body,person-gesture,1F647 200D 2642 FE0F,fully-qualified,🙇‍♂️,man bowing,E4.0
People-Body,person-gesture,1F647 200D 2642,minimally-qualified,🙇‍♂,man bowing,E4.0
People-Body,person-gesture,1F647 200D 2640 FE0F,fully-qualified,🙇‍♀️,woman bowing,E4.0
People-Body,person-gesture,1F647 200D 2640,minimally-qualified,🙇‍♀,woman bowing,E4.0
People-Body,person-gesture,1F926,fully-qualified,🤦,person facepalming,E3.0
People-Body,person-gesture,1F926 200D 2642 FE0F,fully-qualified,🤦‍♂️,man facepalming,E4.0
People-Body,person-gesture,1F926 200D 2642,minimally-qualified,🤦‍♂,man facepalming,E4.0
People-Body,person-gesture,1F926 200D 2640 FE0F,fully-qualified,🤦‍♀️,woman facepalming,E4.0
People-Body,person-gesture,1F926 200D 2640,minimally-qualified,🤦‍♀,woman facepalming,E4.0
People-Body,person-gesture,1F937,fully-qualified,🤷,person shrugging,E3.0
People-Body,person-gesture,1F937 200D 2642 FE0F,fully-qualified,🤷‍♂️,man shrugging,E4.0
People-Body,person-gesture,1F937 200D 2642,minimally-qualified,🤷‍♂,man shrugging,E4.0
People-Body,person-gesture,1F937 200D 2640 FE0F,fully-qualified,🤷‍♀️,woman shrugging,E4.0
People-Body,person-gesture,1F937 200D 2640,minimally-qualified,🤷‍♀,woman shrugging,E4.0
People-Body,person-role,1F9D1 200D 2695 FE0F,fully-qualified,🧑‍⚕️,health worker,E12.1
People-Body,person-role,1F9D1 200D 2695,minimally-qualified,🧑‍⚕,health worker,E12.1
People-Body,person-role,1F468 200D 2695 FE0F,fully-qualified,👨‍⚕️,man health worker,E4.0
People-Body,person-role,1F468 200D 2695,minimally-qualified,👨‍⚕,man health worker,E4.0
People-Body,person-role,1F469 200D 2695 FE0F,fully-qualified,👩‍⚕️,woman health worker,E4.0
People-Body,person-role,1F469 200D 2695,minimally-qualified,👩‍⚕,woman health worker,E4.0
People-Body,person-role,1F9D1 200D 1F393,fully-qualified,🧑‍🎓,student,E12.1
People-Body,person-role,1F468 200D 1F393,fully-qualified,👨‍🎓,man student,E4.0
People-Body,person-role,1F469 200D 1F393,fully-qualified,👩‍🎓,woman student,E4.0
People-Body,person-role,1F9D1 200D 1F3EB,fully-qualified,🧑‍🏫,teacher,E12.1
People-Body,person-role,1F468 200D 1F3EB,fully-qualified,👨‍🏫,man teacher,E4.0
People-Body,person-role,1F469 200D 1F3EB,fully-qualified,👩‍🏫,woman teacher,E4.0
People-Body,person-role,1F9D1 200D 2696 FE0F,fully-qualified,🧑‍⚖️,judge,E12.1
People-Body,person-role,1F9D1 200D 2696,minimally-qualified,🧑‍⚖,judge,E12.1
People-Body,person-role,1F468 200D 2696 FE0F,fully-qualified,👨‍⚖️,man judge,E4.0
People-Body,person-role,1F468 200D 2696,minimally-qualified,👨‍⚖,man judge,E4.0
People-Body,person-role,1F469 200D 2696 FE0F,fully-qualified,👩‍⚖️,woman judge,E4.0
People-Body,person-role,1F469 200D 2696,minimally-qualified,👩‍⚖,woman judge,E4.0
People-Body,person-role,1F9D1 200D 1F33E,fully-qualified,🧑‍🌾,farmer,E12.1
People-Body,person-role,1F468 200D 1F33E,fully-qualified,👨‍🌾,man farmer,E4.0
People-Body,person-role,1F469 200D 1F33E,fully-qualified,👩‍🌾,woman farmer,E4.0
People-Body,person-role,1F9D1 200D 1F373,fully-qualified,🧑‍🍳,cook,E12.1
People-Body,person-role,1F468 200D 1F373,fully-qualified,👨‍🍳,man cook,E4.0
People-Body,person-role,1F469 200D 1F373,fully-qualified,👩‍🍳,woman cook,E4.0
People-Body,person-role,1F9D1 200D 1F527,fully-qualified,🧑‍🔧,mechanic,E12.1
People-Body,person-role,1F468 200D 1F527,fully-qualified,👨‍🔧,man mechanic,E4.0
People-Body,person-role,1F469 200D 1F527,fully-qualified,👩‍🔧,woman mechanic,E4.0
People-Body,person-role,1F9D1 200D 1F3ED,fully-qualified,🧑‍🏭,factory worker,E12.1
People-Body,person-role,1F468 200D 1F3ED,fully-qualified,👨‍🏭,man factory worker,E4.0
People-Body,person-role,1F469 200D 1F3ED,fully-qualified,👩‍🏭,woman factory worker,E4.0
People-Body,person-role,1F9D1 200D 1F4BC,fully-qualified,🧑‍💼,office worker,E12.1
People-Body,person-role,1F468 200D 1F4BC,fully-qualified,👨‍💼,man office worker,E4.0
People-Body,person-role,1F469 200D 1F4BC,fully-qualified,👩‍💼,woman office worker,E4.0
People-Body,person-role,1F9D1 200D 1F52C,fully-qualified,🧑‍🔬,scientist,E12.1
People-Body,person-role,1F468 200D 1F52C,fully-qualified,👨‍🔬,man scientist,E4.0
People-Body,person-role,1F469 200D 1F52C,fully-qualified,👩‍🔬,woman scientist,E4.0
People-Body,person-role,1F9D1 200D 1F4BB,fully-qualified,🧑‍💻,technologist,E12.1
People-Body,person-role,1F468 200D 1F4BB,fully-qualified,👨‍💻,man technologist,E4.0
People-Body,person-role,1F469 200D 1F4BB,fully-qualified,👩‍💻,woman technologist,E4.0
People-Body,person-role,1F9D1 200D 1F3A4,fully-qualified,🧑‍🎤,singer,E12.1
People-Body,person-role,1F468 200D 1F3A4,fully-qualified,👨‍🎤,man singer,E4.0
People-Body,person-role,1F469 200D 1F3A4,fully-qualified,👩‍🎤,woman singer,E4.0
People-Body,person-role,1F9D1 200D 1F3A8,fully-qualified,🧑‍🎨,artist,E12.1
People-Body,person-role,1F468 200D 1F3A8,fully-qualified,👨‍🎨,man artist,E4.0
People-Body,person-role,1F469 200D 1F3A8,fully-qualified,👩‍🎨,woman artist,E4.0
People-Body,person-role,1F9D1 200D 2708 FE0F,fully-qualified,🧑‍✈️,pilot,E12.1
People-Body,person-role,1F9D1 200D 2708,minimally-qualified,🧑‍✈,pilot,E12.1
People-Body,person-role,1F468 200D 2708 FE0F,fully-qualified,👨‍✈️,man pilot,E4.0
People-Body,person-role,1F468 200D 2708,minimally-qualified,👨‍✈,man pilot,E4.0
People-Body,person-role,1F469 200D 2708 FE0F,fully-qualified,👩‍✈️,woman pilot,E4.0
People-Body,person-role,1F469 200D 2708,minimally-qualified,👩‍✈,woman pilot,E4.0
People-Body,person-role,1F9D1 200D 1F680,fully-qualified,🧑‍🚀,astronaut,E12.1
People-Body,person-role,1F468 200D 1F680,fully-qualified,👨‍🚀,man astronaut,E4.0
People-Body,person-role,1F469 200D 1F680,fully-qualified,👩‍🚀,woman astronaut,E4.0
People-Body,person-role,1F9D1 200D 1F692,fully-qualified,🧑‍🚒,firefighter,E12.1
People-Body,person-role,1F468 200D 1F692,fully-qualified,👨‍🚒,man firefighter,E4.0
People-Body,person-role,1F469 200D 1F692,fully-qualified,👩‍🚒,woman firefighter,E4.0
People-Body,person-role,1F46E,fully-qualified,👮,police officer,E0.6
People-Body,person-role,1F46E 200D 2642 FE0F,fully-qualified,👮‍♂️,man police officer,E4.0
